361.074383446  821.8
-931.45187061  890.8
69.2001866266  553.36
562.39666804  820.6
-1009.74524825  946.0
1690.84393489  908.4
-499.919397214  552.0
-286.755072317  507.57
-401.899985526  440.73
-765.821108563  989.4
-1131.15668642  843.6
-660.793307101  410.04
1171.1126476  860.6
-590.38239402  847.4
-913.462636418  800.8
239.119589379  845.6
-773.257805602  850.4
85.2814182826  834.6
-344.672035957  320.4
-838.22280458  810.72
23.1162235296  289.36
434.525926759  771.8
-353.461264878  909.6
-660.158930383  727.4
-807.369306222  952.8
-342.509596304  576.8
157.859214201  903.2
386.162428653  975.0
56.4137619427  269.12
776.393282866  988.2
-1408.17526241  981.8
180.56619571  996.2
-19.8226163067  868.2
542.440133361  435.06
88.5076969474  842.8
-231.370694521  996.4
1062.04188997  982.8
-599.293473032  714.0
505.405440365  762.4
1029.71609715  810.8
-744.615152928  788.0
-1115.0720811  885.6
1848.5319013  972.2
1211.95587976  760.4
624.985058181  865.6
26.5710116429  804.4
862.699248502  783.8
-291.748138366  644.6
-756.28770067  409.4
-42.7851085942  867.6
-221.399126113  527.4
-681.843957432  742.8
167.487904461  917.2
85.0018808396  808.6
-961.730943315  969.2
-918.699158187  681.6
-86.7129114009  770.6
613.981917643  940.4
-1653.16594377  996.6
-660.538502193  966.6
-1039.33630528  944.0
2833.22427765  920.4
-1091.7842957  987.6
2166.4550624  916.2
-2265.58425053  857.0
-211.194063942  668.6
-623.614778812  549.6
-516.555299187  994.2
370.163560604  976.2
-940.421884964  904.2
451.424669263  991.2
1006.61619269  917.84
-350.105244104  521.91
2210.35968172  982.0
-216.398856202  985.2
-956.878757784  818.6
818.977664119  825.4
-1180.03137396  868.0
-172.910360084  857.2
-547.792328689  730.2
-145.236976873  94.46
-587.333460099  908.8
81.820994793  579.87
-356.055730119  766.0
-280.875941214  463.4
423.114040385  994.4
-902.967243912  976.5
-1002.04520503  926.0
-228.851115682  879.0
586.523036371  986.8
1682.53601046  987.6
-820.210507059  955.0
49.4684716937  846.6
-62.5489798823  988.8
-287.427901737  415.71
291.29258505  726.8
-971.660747987  989.2
-821.023809597  858.0
185.538632766  842.8
-8.31526089251  187.44
-1468.90329592  914.2
-125.658582858  985.2
-413.821253967  637.45
-646.404262738  508.6
-2926.82182053  991.0
-696.227053714  810.11
-71.2660944165  647.2
-469.851083101  412.8
292.998224972  296.64
-380.465695709  808.6
-300.318406823  755.2
-71.451623361  443.2
-517.797308264  412.08
-32.2250918232  813.33
610.24685835  955.2
942.959072278  952.0
-872.595799719  664.6
1519.66981447  736.98
-624.605926121  939.4
-896.03825622  658.2
129.59380293  203.56
-467.874397373  904.5
-791.097239734  763.28
-114.332836816  138.66
-507.340979734  644.85
332.546831704  981.8
-250.320637884  666.8
981.973553897  999.8
1099.56941018  687.8
-63.6010878055  420.2
-823.111380685  949.0
-331.312170444  975.2
229.472317938  670.4
-31.0151885164  963.4
-770.05138202  447.6
187.911216053  698.2
-661.238236524  306.6
-152.483167408  190.8
-339.819235095  431.84
688.496200459  781.8
1160.7936746  476.6
-423.122323025  928.5
77.7722031669  323.82
-762.59506585  947.8
-1399.48194591  485.6
-164.944187686  481.8
-486.88115132  495.8
978.62041882  995.4
630.965917882  697.0
-441.956394637  350.84
-755.526959403  845.2
-195.360674668  334.48
366.884666481  645.6
-352.041138184  717.8
93.1770652605  929.28
142.174484349  257.85
54.425742082  977.22
-323.411390828  800.8
-171.42246185  663.74
496.697357809  602.8
258.833112468  802.8
-662.564933643  539.4
-746.580703473  931.0
-525.172960245  862.4
342.22928985  235.8
-1813.20564056  982.4
283.289708481  529.85
562.238100833  391.36
338.623295878  945.6
-40.9404144826  961.4
-894.033730188  900.2
-884.217818178  867.0
-1187.81384278  796.2
168.465333253  938.0
760.429989809  517.8
807.971418173  647.2
16.3631557421  652.8
527.140867415  980.2
376.786352653  932.6
-351.051369014  771.0
-661.225968572  946.0
-38.9570321457  961.8
1325.48958762  933.2
894.543242366  933.0
1637.26290591  967.4
-1300.67693064  896.6
-1029.70869535  991.8
-420.008966404  960.8
-2093.81629898  940.0
-814.988588704  879.2
43.81406812  834.0
-520.756825198  914.4
-1372.16522107  899.8
156.074215926  568.92
2164.71106145  904.6
994.671040505  960.6
968.707679419  866.4
23.6047265575  833.8
-360.062164967  964.2
461.464482481  924.6
-236.904653986  890.2
-353.717223438  432.0
1176.48761829  930.0
-399.658320525  955.6
250.672497913  514.0
-270.307833506  896.2
-816.492394176  950.6
-437.960069117  947.2
-459.761116784  459.99
-1838.13478009  834.0
936.34371347  996.0
-766.823821596  941.6
1139.22890274  988.0
17.2775960465  938.0
-663.520424975  830.2
451.327131301  650.0
-793.642783473  988.2
-2012.1070256  629.4
-567.221398531  639.0
-1201.01281603  610.6
88.1216379639  978.2
-502.66598761  863.0
-787.999489017  631.2
-794.691986987  637.2
-1226.32590692  659.2
-1917.97385282  861.4
666.838792769  809.4
-922.096458196  957.0
-1606.88062315  821.8
-121.018514174  958.6
-1391.2605931  829.8
-1529.6896563  934.0
-1498.23076038  796.6
-581.511513566  304.5
742.606949746  907.2
-550.043185408  702.4
965.023136854  934.0
-269.059513557  832.8
-142.029578282  815.6
429.51613553  970.6
-1341.62419677  666.4
